번호,제목,저자,출판사,출판일
20,Comparison of Advanced Rechargeable Batteries for Autonomous Underwater Vehicles,"Descroix, J. P.; Chagnon, G.",IEEE,1994
21,Propeller/Stator Propulsors for Autonomous Underwater Vehicles,"Guener, M.; Glover, E. J.",IEEE,1994
22,Computational Issues in Motion Planning For Autonomous Underwater Vehicles with Manipulators,"Quinn, A. W.; Lane, D. M.",IEEE,1994
23,Activity-Based Mission Planning and Plan Management for Autonomous Vehicles,"Hall, W. D.; Farrell, J. A.",IEEE,1994
24,Using a Fleet of Autonomous Bottom Crawling Vehicles for Surf Zone Operations,"Duarte, C. N.; Carlino, D. J.",IEEE,1994
25,An Approach to Intelligent Distributed Control for Autonomous Underwater Vehicles,"Smith, S. M.",IEEE,1994
26,Acoustic Communication Between Two Autonomous Underwater Vehicles,"Chappell, S. G.; Jalbert, J. C.; Pietryka, P.; Duchesney, J.",IEEE,1994
27,On-Line Damage Detection for Autonomous Underwater Vehicles,"Rae, G. J. S.; Dunn, S. E.",IEEE,1994
28,Visual Navigation along Reference Lines and Collision Avoidance for Autonomous Vehicles,"Kato, S.; Tomita, K.; Tsugawa, S.",IEEE,1996
29,Model-Based Neural Distance Control for Autonomous Road Vehicles,"Fritz, H.",IEEE,1996
30,Design of Autonomous Underwater Vehicles for Cage Aquafarms,"Lee, J.; Roh, M.; Kim, K.; Lee, D.",Institute of Electrical and Electronics Engineers,2007
31,Navigation of Autonomous Vehicles in Unknown Environments Using Reinforcement Learning,"Martynez-Maryn, T.; Rodryguez, R.",Institute of Electrical and Electronics Engineers,2007
32,Planning of Minimal-Time Trajectories for High Speed Autonomous Vehicles,"Kuhnert, K.-D.; Seemann, W.",Institute of Electrical and Electronics Engineers,2007
33,EMS-Vision: A Perceptual System for Autonomous Vehicles,"Gregor, R.;Lutzeler, M.;Pellkofer, M.;Siedersberger, K. H.;Dickmanns, E. D.",IEEE,2000
34,A Transputer-Based Distributed System for Autonomous Vehicles Control,"Gil, T.;Benoit, M.",IEEE,1993
35,Obstacle Avoidance for Autonomous Ground Vehicles in Outdoor Environments,"Cellini, M.; Mati, R.; Pollini, L.; Innocenti, M.",Institute of Electrical and Electronics Engineers,2007
36,Vision-Based Navigation Assistance for Autonomous Factory Transport Vehicles,"Lauterbach, B.;Forgber, E.;Urban, G.;Anheier, W.",IEEE,1993
37,Collision Free Guidance of Autonomous Road Vehicles,"Freund, E.;Lammen, B.",IOS Press,1993
38,Performance Improvements for Autonomous Road Vehicles,"Dickmanns, E.",IOS Press,1995
39,A Hybrid Control Architecture for Autonomous Mobile Vehicles Operating in a Dynamic Environment,"Nebot, E.;Schenkel, G.",IOS Press,1995
40,EMS-Vision: Gaze Control in Autonomous Vehicles,"Pellkofer, M.;Dickmanns, E. D.",IEEE,2000
41,Quintic G^2 - Splines For Trajectory Planning of Autonomous Vehicles,"Piazzi, A.;Guarino Lo Bianco, C.",IEEE,2000
42,The Application of Autonomous Air Vehicles to the Battlefield Monitoring of Ground Vehicle Movements,"Jones, L. C.;Markham, K. C.",University of Bristol,1993
43,The Application of Autonomous Air Vehicles to the Battlefield Monitoring of Ground Vehicle Movements,"Jones, L. C.;Markham, K. C.",University of Bristol,1993
44,Lane Finding Using Homogeneous Groups of Cooperating Autonomous Vehicles,"Redfield, S.","IEEE,",2004
45,A Simulation Tool to Support the Development of Adaptive Sampling Algorithms for Multiple Autonomous Underwater Vehicles,"Cannell, C. J.; Stilwell, D. J.; Austin, J. A.","IEEE,",2004
46,Adaptive Sampling Algorithms for Multiple Autonomous Underwater Vehicles,"Popa, D.; Mupparapu, S.; Blidberg, R.; Chappell, S.; Komerska, R.; Sanderson, A.","IEEE,",2004
47,Autonomous Legged Underwater Vehicles for Near Land Warfare,"Greiner, H.; Shectman, A.; Won, C.; Elsley, R.",IEEE,1996
48,Mid-water current aided localization for autonomous underwater vehicles,"Medagoda, L.",Springer Science + Business Media,2016
49,Autonomous and scalable control for remote inspection with multiple aerial vehicles,"Clark, Ruaridh A.; Punzo, Giuliano; MacLeod, Charles N.; Dobie, Gordon; Summan, Rahul; Bolton, Gary; Pierce, Stephen G.; Macdonald, Malcolm","Elsevier Science B.V., Amsterdam.",2017
50,A multirobot platform based on autonomous surface and underwater vehicles with bio-inspired neurocontrollers for long-term oil spills monitoring,"Guerrero-González, A.",Springer Science + Business Media,2016
51,Distributed shape control of homogeneous swarms of autonomous underwater vehicles,"Kalantar, S.",Springer Science + Business Media,2007
52,Learning traversability models for autonomous mobile vehicles,"Shneier, M.",Springer Science + Business Media,2008
53,Cooperative bathymetry-based localization using low-cost autonomous underwater vehicles,"Tan, Y. T.",Springer Science + Business Media,2016
54,Case-Based Path Planning for Autonomous Underwater Vehicles,"Vasudevan, C.",KLUWER ACADEMIC PUBLISHERS,1996
55,Model-predictive asset guarding by team of autonomous surface vehicles in environment with civilian boats,"Raboin, E.",Springer Science + Business Media,2015
56,VerifCar: a framework for modeling and model checking communicating autonomous vehicles,"Arcile, Johan; Devillers, Raymond; Klaudel, Hanna",Springer Nature,2019
57,Frequency response method for terrain classification in autonomous ground vehicles,"DuPont, E. M.",Springer Science + Business Media,2008
58,A Simplified Dynamics Model for Autonomous Underwater Vehicles,"Nahon, M.",IEEE,1996
59,Geometric Methods for Robust Stabilization of Autonomous Underwater Vehicles,"Leonard, N. E.",IEEE,1996
60,A Side Scan Sonar System for Autonomous Underwater Vehicles,"Glynn, J. M.; Buffman, M.",IEEE,1996
61,Gradient Search with Autonomous Underwater Vehicles Using Scalar Measurements,"Burian, F.; Yoerger, D.; Bradley, A.; Singh, H.",IEEE,1996
62,A Precision Navigation System for Autonomous Undersea Vehicles,"White, D. G.; Psota, F.",IEEE,1996
63,How task analysis can be used to derive and organize the knowledge for the control of autonomous vehicles,"Barbera, T.; Albus, J.; Messina, E.; Schlenoff, C.; Horst, J.","Elsevier Science B.V., Amsterdam.",2004
64,A hierarchical approach for primitive-based motion planning and control of autonomous vehicles,"Grymin, D. J.; Neas, C. B.; Farhood, M.","Elsevier Science B.V., Amsterdam.",2014
65,Optimal routing strategies for autonomous underwater vehicles in time-varying environment,unknown,"Elsevier Science B.V., Amsterdam.",2015
66,ViPED: On-road vehicle passenger detection for autonomous vehicles,"Amanatiadis, Angelos; Karakasis, Evangelos; Bampis, Loukas; Ploumpis, Stylianos; Gasteratos, Antonios","Elsevier Science B.V., Amsterdam.",2019
67,A constrained SLAM approach to robust and accurate localisation of autonomous ground vehicles,"Lee, K. W.; Wijesoma, S.; Guzm&#x00E1;n, J. I.","Elsevier Science B.V., Amsterdam.",2007
68,Advanced planning for autonomous vehicles using reinforcement learning and deep inverse reinforcement learning,"You, Changxi; Lu, Jianbo; Filev, Dimitar; Tsiotras, Panagiotis","Elsevier Science B.V., Amsterdam.",2019
69,A high integrity navigation architecture for outdoor autonomous vehicles,"Nebot, E. M.",00,1999
70,Direction-dependent optimal path planning for autonomous vehicles,"Shum, Alex; Morris, Kirsten; Khajepour, Amir","Elsevier Science B.V., Amsterdam.",2015
71,Path planning of multiple autonomous marine vehicles for adaptive sampling using Voronoi-based ant colony optimization,"Xiong, Chengke; Chen, Danfeng; Lu, Di; Zeng, Zheng; Lian, Lian","Elsevier Science B.V., Amsterdam.",2019
72,LPV-MP planning for autonomous racing vehicles considering obstacles,"Alcalá, Eugenio; Puig, Vicenç; Quevedo, Joseba","Elsevier Science B.V., Amsterdam.",2020
73,A free floating manipulation strategy for Autonomous Underwater Vehicles,"Conti, R.; Fanelli, F.; Meli, E.; Ridolfi, A.; Costanzi, R.","Elsevier Science B.V., Amsterdam.",2017
74,Optic flow-based vision system for autonomous 3D localization and control of small aerial vehicles,"Kendoul, F.; Fantoni, I.; Nonami, K.","Elsevier Science B.V., Amsterdam.",2009
75,Self calibration of multiple LIDARs and cameras on autonomous vehicles,"Pereira, Marcelo; Silva, David; Santos, Vitor; Dias, Paulo","Elsevier Science B.V., Amsterdam.",2016
76,An optimization based Moving Horizon Estimation with application to localization of Autonomous Underwater Vehicles,"Wang, S.; Chen, L.; Gu, D.; Hu, H.","Elsevier Science B.V., Amsterdam.",2014
77,A new fuzzy robust dynamic controller for autonomous vehicles with nonholonomic constraints,"Raimondi, F. M.; Melluso, M.","Elsevier Science B.V., Amsterdam.",2005
78,Experiments on sampling/patrolling with two Autonomous Underwater Vehicles,unknown,"Elsevier Science B.V., Amsterdam.",2015
79,Multi-camera visual SLAM for autonomous navigation of micro aerial vehicles,"Yang, Shaowu; Scherer, Sebastian A.; Yi, Xiaodong; Zell, Andreas","Elsevier Science B.V., Amsterdam.",2017
80,Lateral control strategy for autonomous steering of Ackerman-like vehicles,"Sotelo, M. A.","Elsevier Science B.V., Amsterdam.",2003
81,Interaction between autonomous vehicles and road surface,"Vantsevich, Vladimir V.; Lomako, Gennady; Opeiko, Alexandre",INDERSCIENCE ENTERPRISES LTD,2003
82,Adaptive low-level control of autonomous underwater vehicles using deep reinforcement learning,"Carlucho, Ignacio; De Paula, Mariano; Wang, Sen; Petillot, Yvan; Acosta, Gerardo G.","Elsevier Science B.V., Amsterdam.",2018
83,Follow the Past: a path-tracking algorithm for autonomous vehicles,"Hellstrom, T.; Ringdahl, O.",INDERSCIENCE ENTERPRISES LTD,2006
84,Active suspension of the unmanned/autonomous multi-supported ground vehicles,"Fourounjiev, R.; Hurski, N.",INDERSCIENCE ENTERPRISES LTD,2011
85,Motion planning methods for autonomous vehicles in disordered traffic systems: a comparative analysis and future research directions,"Munigety, Caleb Ronald",INDERSCIENCE ENTERPRISES LTD,2020
86,Active suspension of the unmanned/autonomous multi-supported ground vehicles,"Fourounjiev, Reshat; Hurski, Nicolay",INDERSCIENCE ENTERPRISES LTD,2011
87,Automatic Two-Lane Path Generation for Autonomous Vehicles Using Quartic B-Spline Curves,"Suzuki, T.; Usami, R.; Maekawa, T.",IEEE,2018
88,Adaptivity-Enhanced Path Tracking System for Autonomous Vehicles at High Speeds,"Huang, Guoming; Yuan, Xiaofang; Shi, Ke; Liu, Zhixian; Wu, Xiru",IEEE,2020
89,No Blind Spots: Full-Surround Multi-Object Tracking for Autonomous Vehicles Using Cameras and LiDARs,unknown,IEEE,2019
90,Motion Planning With Velocity Prediction and Composite Nonlinear Feedback Tracking Control for Lane-Change Strategy of Autonomous Vehicles,unknown,IEEE,2020
91,Looking at the Driver/Rider in Autonomous Vehicles to Predict Take-Over Readiness,unknown,IEEE,2020
92,Prediction-based hierarchical control framework for autonomous vehicles,"Jain, V.; Weiskircher, T.",INDERSCIENCE ENTERPRISES LTD,2014
93,Using Extreme Value Theory for Vehicle Level Safety Validation and Implications for Autonomous Vehicles,"Asljung, D.; Nilsson, J.; Fredriksson, J.",IEEE,2017
94,Comparison of Path Tracking and Torque-Vectoring Controllers for Autonomous Electric Vehicles,"Chatzikomis, C.; Sorniotti, A.; Gruber, P.; Zanchetta, M.; Willans, D.; Balcombe, B.",IEEE,2018
95,Requirements-Driven Test Generation for Autonomous Vehicles With Machine Learning Components,"Tuncali, Cumhur Erkan; Fainekos, Georgios; Prokhorov, Danil; Ito, Hisahiro; Kapinski, James",IEEE,2020
96,Distributed Conflict Resolution for Connected Autonomous Vehicles,"Liu, C.; Lin, C.; Shiraishi, S.; Tomizuka, M.",IEEE,2018
97,Two-Lane Path Planning of Autonomous Vehicles in 2.5D Environments,"Usami, Riku; Kobashi, Yuji; Onuma, Taiki; Maekawa, Takashi",IEEE,2020
98,Mechatronic system for intellectual control of the interaction between road and wheels of the autonomous ground vehicles,"Fourounjiev, Reshat; Slabko, Yuli",INDERSCIENCE ENTERPRISES LTD,2011
99,The VisLab Intercontinental Autonomous Challenge: an extensive test for a platoon of intelligent vehicles,"Broggi, A.; Cerri, P.; Felisa, M.; Laghi, M.C.; Mazzei, L.; Porta, P.P.",INDERSCIENCE ENTERPRISES LTD,2012
100,Real-Time Adaptive Object Detection and Tracking for Autonomous Vehicles,"Hoffmann, Joao Eduardo; Tosso, Hilkija Gaius; Santos, Max Mauro Dias; Justo, Joao Francisco; Malik, Asad Waqar; Rahman, Anis Ur",IEEE,2021
1,Intelligent autonomous vehicles,"Harris, C. J.",TAYLOR & FRANCIS LTD,1996
2,Surrounding Vehicles Motion Prediction for Risk Assessment and Motion Planning of Autonomous Vehicle in Highway Scenarios,"Zhang, Lijun; Xiao, Wei; Zhang, Zhuang; Meng, Dejian",IEEE,2020
3,Quantifying autonomous vehicles national fuel consumption impacts: A data-rich approach,"Chen, Yuche; Gonder, Jeffrey; Young, Stanley; Wood, Eric","Elsevier Science B.V., Amsterdam.",2019
4,Reliable Autonomous Precise Integrated Navigation RAPIN for Present and Future Air-Vehicles,"Koehler, T.;Turnbraegel, F.;Lohmiller, W.;Beyer, J.","North Atlantic Treaty Organization, Research and Technology Organization",1999
5,Shared autonomous vehicles and their potential impacts on household vehicle ownership: An exploratory empirical assessment,"Menon, Nikhil; Barbour, Natalia; Zhang, Yu; Pinjari, Abdul Rawoof; Mannering, Fred",Taylor & Francis,2019
6,An Autonomous T-Intersection Driving Strategy Considering Oncoming Vehicles Based on Connected Vehicle Technology,"Chen, Yimin",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2020
7,Assistive Autonomous Ground Vehicles in Smart Grid,"Arutselvan, Kuralamudhan;",unknown,2015
8,GA-based Scene Recognition for Autonomous Vehicles,"Agbanhan, J.; Minami, M.; Asakura, T.; Aoyagi, Y.",Society of Automotive Engineers of Japan,1998
9,Trajectory Planning of a Platoon of Autonomous Vehicles Using Differential Flatness,"Ferreira, A. M.;Agrawal, S. K.;Pledgie, S. T.",University of Michigan,2000
10,Longitudinal autonomous driving based on game theory for intelligent hybrid electric vehicles with connectivity,Shuo Cheng,Elsevier Science,2020
11,"The Vehicle Platoon Controller in the Decentralised, Autonomous Intersection Management of Vehicles","Neuendorf, N.; Bruns, T.","IEEE,",2004
12,Learning Autonomous Behaviours for Non-holonomic Vehicles,"Martinez-Marin, T.",SPRINGER-VERLAG,2007
13,Wave-piercing autonomous vehicles,"Young, H.; Ferguson, J.; Phillips, S.; Hook, D.",PETER PEREGRINUS LTD,2006
14,Mine-hunting Autonomous Underwater Vehicles Trials Successful,"Klocke, F.-R.",U.S. NAVAL INSTITUTE,2004
15,Low-Cost Autonomous Vehicles for Urban Environments (2008-01-2717),"Chengalva, M.K.; Bletsis, R.; Moss, B.P.",SAE INTERNATIONAL,2013
16,An Autonomous Carrier Landing System for Unmanned Aerial Vehicles,"Boskovic, J.; Redding, J.","Reston, Va.; American Institute of Aeronautics and Astronautics",2009
17,Commercial application of integrated robotic vehicle drivers and guidance systems for autonomous vehicles [2344-31],"Kenyon, C. H.",SPIE,1994
18,Nighttime Vehicle Detection for Driver Assistance and Autonomous Vehicles,"Chen, Y.-L.; Chen, Y.-H.; Chen, C.-J.; Wu, B.-F.",Piscataway; IEEE,2006
19,Will autonomous vehicles change residential location and vehicle ownership? Glimpses from Georgia,"Kim, Sung Hoo; Mokhtarian, Patricia L.; Circella, Giovanni","Elsevier Science B.V., Amsterdam",2020
20,DSCC2010-4096 Semi-Autonomous Avoidance of Moving Hazards for Passenger Vehicles,"Anderson, S.J.; Peters, S.C.; Pilutti, T.E.; Tseng, H.E.; Iagnemma, K.","New York, N.Y.; American Society of Mechanical Engineers",2010
21,Nighttime Vehicle Detection for Driver Assistance and Autonomous Vehicles,"Chen, Y.-L.; Chen, Y.-H.; Chen, C.-J.; Wu, B.-F.",unknown,2006
22,"Connected Autonomous Vehicles and Systems - Can Combining Safety & Security Standards Help To Avoid Economic Loss, Security Breaches and Catastrophes?","Schoitsch,  Erwin",Trauner Verlag.,2015
23,A Semi-Autonomous Control Method to Improve Performance of Small Unmanned Ground Vehicles With Communication Latency,"Storms, Justin; Chen, Kevin; Tilbury, Dawn",American Society of Mechanical Engineers,2016
24,Towards autonomous control of quadrotor unmanned aerial vehicles in a GPS-denied urban area via laser ranger finder,"Song, Y.; Xian, B.; Zhang, Y.; Jiang, X.; Zhang, X.","Elsevier Science B. V., Amsterdam",2015
25,Cooperative autonomous traffic organization method for connected automated vehicles in multi-intersection road networks,"Wang, Yunpeng; Cai, Pinlong; Lu, Guangquan","Elsevier Science B.V., Amsterdam",2020
26,Vision-based autonomous landing integrated navigation scheme of unmanned combat aerial vehicles,"Lei, C.; Zongji, C.",JOURNAL OF BUAA (NATURAL SCIENCE),2007
27,Safe Autonomous Transport Vehicles in Heterogeneous Outdoor Environments,"Toben, T.; Eilers, S.; Kuka, C.; Schweigert, S.; Winkelmann, H.; Ruehrup, S.",Springer Science and Business Media,2012
28,"The Autonomous Maritime Navigation (AMN) project: Field tests, autonomous and cooperative behaviors, data fusion, sensors, and vehicles","Elkins, L.; Sellers, D.; Monach, W. R.",John Wiley & Sons,2010
29,Intelligent autonomous vehicles in digital supply chains,"Tsolakis, Naoum; Bechtsis, Dimitrios; Srai, Jagjit Singh",Emerald Group Publishing Limited,2018
30,Planning Autonomous Vehicles in the Absence of Speed Lanes Using an Elastic Strip,"Kala, R.; Warwick, K.",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS INC,2013
31,An Autonomous Charge Controller for Electric Vehicles Using Online Sensitivity Estimation,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
32,Toward autonomous avian-inspired grasping for micro aerial vehicles,"Thomas, J.; Loianno, G.; Polin, J.; Sreenath, K.; Kumar, V.",IOP PUBLISHING,2014
33,Can Autonomous Vehicles Be Safe and Trustworthy? Effects of Appearance and Autonomy of Unmanned Driving Systems,"Lee, Jae-Gil; Kim, Ki Joon; Lee, Sangwon; Shin, Dong-Hee",Taylor & Francis,2015
34,2012-2482 Autonomous Aileron Roll Control for Miniature Air Vehicles,"Hall, J.; Mason, J.",Reston; American Institute of Aeronautics and Astronautics,2012
35,Robust Autonomous Intersection Control Approach for Connected Autonomous Vehicles,"Zhang, Yuheng; Liu, Luning; Lu, Zhaoming; Wang, Luhan; Wen, Xiangming",IEEE,2020
36,Will autonomous vehicles make us sick?,"Diels, C.",Boca Raton; CRC Press,2014
37,Lightweight Autonomous Underwater Vehicles (AUVs) performing coastal survey operations in REP 10A,"Incze, M. L.",Springer Science + Business Media,2011
38,Inexpensive semi-autonomous ground vehicles for defusing IEDs [6943-06],"Davenport, C.; Lodmell, J.; Womble, P.C.; Barzilov, A.; Paschal, J.; Hernandez, R.; Moss, K.T.; Hopper, L.","Bellingham, Wash.; SPIE",2008
39,Low-powered autonomous underwater vehicles for large-scale ocean-bottom acquisition,"Mancini, Fabio; Debens, Henry; Hollings, Ben",EUROPEAN ASSOCIATION OF GEOLOGISTS & ENGINEERS,2019
40,Can Autonomous Vehicles Make the Right `Decision?',unknown,ACCIDENT RECONSTRUCTION JOURNAL,2021
41,Towards Autonomous Navigation with Unmanned Ground Vehicles Using LiDAR,"Krüger, T.; Nowak, S.; Hecker, P.",Institute of Navigation,2015
42,Will Autonomous Vehicles Eliminate a Right to Drive?,"Kranak, Joseph",Philosophy Documentation Center,2020
43,Will autonomous vehicles make us sick?,"Diels, C.",Taylor and Francis,2014
44,Collaborative Autonomous Vehicles with Signals of Opportunity Aided Inertial Navigation Systems,"Morales,  Joshua J.; Khalife,  Joe; Kassas,  Zaher M.",Institute of Navigation,2017
45,The Autonomous Lane-Change of the Vision-based Intelligent Micro-vehicles,"Bi, J.; Wang, J.; Jiang, Y.",unknown,2013
46,Achieving autonomous navigation in ground robotic vehicles (Invited Paper) [5609-26],"Jackel, L. D.; Fish, S.; Krotkov, E. P.; Perschbacher, M. R.; Pippine, J.",International Society for Optical Engineering; 1999,2004
47,Teaching Autonomous Vehicles How to Drive under Sensing Exceptions by Human Driving Demonstrations,"Guo,  Longxiang; Manglani,  Sagar; Li,  Xuehao; Jia,  Yunyi",Society of Automotive Engineers,2017
48,Reliable Autonomous Precise Integrated Navigation RAPIN for Present and Future Air-Vehicles,"Koehler, T.",AGARD,1998
49,Towards Autonomous Underwater Vehicles (AUVs) Through Sensor-Based High Level Control,"Santos, A.; Simon, D.; Rigaud, V.",IEEE,1995
50,Shared Autonomous Vehicles in rural public transportation systems,"Imhof, Sebastian; Frölicher, Jonas; von Arx, Widar",ELSEVIER SCIENCE B.V. AMSTERDAM,2020
51,TESTING AUTONOMOUS VEHICLES INSIDE AND OUT,"Luccio, Matteo",ADVANSTAR COMMUNICATIONS INC,2021
52,Maritime Autonomous Vehicles and Drug Trafficking by Sea: Some Legal Issues,"McLaughlin, Rob; Klein, Natalie",Brill Academic Publishers,2021
53,Fuzzy logic-based autonomous controller for electric vehicles charging under different conditions in residential distribution systems,"Faddel, Samy; Mohamed, Ahmed A.S.; Mohammed, Osama A.","Elsevier Science B.V., Amsterdam.",2017
54,An efficient multi-vehicle multi-criteria mission planning and control system for autonomous underwater vehicles,"Tavana, M.; Bourgeois, B.S.; Rappaport, J.",Inderscience,2010
55,Cattle Herding to Drug Enforcement; Civil Uses for Ultra-Intelligent Autonomous Air Vehicles,"Stilwell, J. E.",AUVS,1995
56,Fuzzy Logic Based Approach to Design of Flight Control and Navigation Tasks for Autonomous Unmanned Aerial Vehicles,"Kurnaz, S.; Cetin, O.; Kaynak, O.",Dordrecht; London; Springer,2009
57,Small Man-Packable Ultra-Intelligent Autonomous Air Vehicles,"Stilwell, J. E.",AUVS,1995
58,A Cooperative Autonomous System for Heterogeneous Unmanned Aerial and Ground Vehicles,"Hager, C.; Kwon, H.; Zarzhitsky, D.; Pack, D.",Reston; American Institute of Aeronautics and Astronautics,2011
59,Evaluation of Air-Independent Powered Diesel-Engines for Integration in Autonomous Underwear Vehicles,"Potter, I. J.;Reader, G. T.;Bowen, C. E.",AUVS,1995
60,"Low-Cost, Man-Portable Autonomous Underwater Vehicles for Rapid Environmental Assessment","Incze, M.L.",MARINE TECHNOLOGY SOCIETY INC,2008
61,Effect of Autonomous Vehicles on Performance of Signalized Intersections,Ecem Şentürk Berktaş ; Serhan Tanyel,American Society of Civil Engineers,2020
62,Operation of Autonomous Underwater Vehicles,"Shirasaki, Y.",TOKYO UNIVERSITY OF MERCANTILE MARINE,2003
63,Real-Time Trajectory Planning for Autonomous Aerospace Vehicles amidst Static Obstacles,"Zhao, Y.;Yang, I.",AIAA,2002
64,Aiming for Autonomous Vehicles which Persons can Ride with Confidence,"Takahashi,  Hiroshi",SOCIETY OF AUTOMOTIVE ENGINEERS OF JAPAN,2015
65,Complete Coverage Autonomous Underwater Vehicles Path Planning Based on Glasius Bio-Inspired Neural Network Algorithm for Discrete and Centralized Programming,"Sun, Bing",IEEE,2019
66,An Automation-Centered Human-System-Integration Architecture for Autonomous Vehicles,"Adams, M.; Kolitz, S.; Rasmussen, S.",AUVSI,1998
67,Interaction Issues for Dock-Supported Long Term Deployment of Autonomous Underwater Vehicles,"Moran, B. A.",AUVSI,1998
68,TS-MPC for Autonomous Vehicles Including a TS-MHE-UIO Estimator,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
69,Impact of Autonomous Vehicles on Traffic Management: Case of Dynamic Lane Reversal,"Duell,  Melissa; Levin,  Michael W.; Boyles,  Stephen D.; Waller,  S. Travis","Washington, DC; National Academy Press; 1998",2016
70,Localization of Autonomous Guided Vehicles,"Durrant-Whyte, H.;Rye, D.;Nebot, E.",Springer,1995
71,Connected and Autonomous Electric Vehicles (CAEVs),"Alkheir, Ala Abu",IEEE,2019
72,Potentials of Autonomous Vehicles in a Changing Private Transportation System – a Case Study in the Stuttgart Region,"Heilig, Michael; Hilgert, Tim; Mallig, Nicolai; Kagerbauer, Martin; Vortisch, Peter","Elsevier Science B.V., Amsterdam",2017
73,Sensing and Autonomous Urban Reconnaissance Using Unmanned Robotic Vehicles,"Ke, Y.; Tsourdos, A.; White, B.; Silson, P.",American Institute of Aeronautics and Astronautics,2009
74,A Mobile Distributed Network of Autonomous Undersea Vehicles,"Phoha, S.; Peluso, E.; Stadter, P. A.; Stover, J.",AUVSI,1997
75,Robot Farmers: Autonomous Orchard Vehicles Help Tree Fruit Production,"Bergerman, M.; Maeta, S.M.; Ji, Zhang; Freitas, G.M.; Hamner, B.; Singh, S.; Kantor, G.","THE IEEE, INC.",2015
76,Low Cost Autonomous Navigation System for Automotive Vehicles,"Mansour, M.;Nouals, C.;Jarri, P.",Institut A fur Mechanik,1993
77,Dvelopment of Autonomous Vehicles for Urban Driving,"Lee, J.C.; Lee, D.M.",SICE,2009
78,"Book Review: Autonomous Ground Vehicles (Ozguner, U., et al; 2011)","Anagnostopoulos, C. N.",IEEE Institute of Electrical & Electronics,2012
79,Biologically eagle-eye-based autonomous aerial refueling for unmanned aerial vehicles,"Haibin, D.; Qifu, Z.; Yimin, D.; Xiangyin, Z.",CHINA INSTRUMENT & CONTROL SOCIETY,2014
80,Dvelopment of Autonomous Vehicles for Urban Driving,"Lee, J.C.; Lee, D.M.",SICE,2009
81,Teleoperation and Autonomous Guidance Systems for Off-Road Vehicles,"Mononen, J.; Nieminen, T.; Puputti, J.",SAE International,1994
82,Path-tracking of autonomous vehicles using a novel adaptive robust exponential-like-sliding-mode fuzzy type-2 neural network controller,"Taghavifar, Hamid; Rakheja, Subhash","Elsevier Science B.V., Amsterdam",2019
83,Design of autonomous following system for master-slave vehicles operating in orchard based on binocular stereo vision,"Weiping,  Bi; Huan,  Zhang; Zhenlin,  Qu; Yongqian,  Ding; Hongfeng,  Yu; Bo,  Wang",UNKNOWN,2016
84,Dvelopment of Autonomous Vehicles for Urban Driving,"Lee, J.C.; Lee, D.M.",SICE; 1999,2009
85,GPS in autonomous underwater vehicles,"Meldrum, D. T.;Haddrell, T.",Institution of Electrical Engineers,1994
86,Energy and Autonomous Urban Land Vehicles,"Folsom, T. C.","THE IEEE, INC.",2012
87,"Solar Powered Autonomous Underwater Vehicles (AUVs): The Potential for a Low Cost, Long Endurance, Sampling System for the 21st Century","Blidberg, D. R.; Jalbert, J. C.",AUVSI,1997
88,Software control architecture for autonomous vehicles [3693-36],"Nelson, M. L.;DeAnda, J. R.;Fox, R. K.;Meng, X.",SPIE,1999
89,Attitudes towards autonomous vehicles among people with physical disabilities,"Bennett, Roger; Vijaygopal, Rohini; Kottasz, Rita","Elsevier Science B.V., Amsterdam.",2019
90,An Implemented Intelligent Agent Architecture for Autonomous Vehicles,"Miller, D. P.; Slack, M. G.",AUVS,1994
91,Applications of Autonomous Underwater Vehicles in Offshore Petroleum Industry Environmental Effects Monitoring,"Niu, H.; Adams, S.; Lee, K.; Husain, T.; Bose, N.",CANADIAN INSTITUTE OF MINING AND METALLURGY,2009
92,Perception for Autonomous Vehicles Based on Proximity Sensors. Application to Autonomous Parking,"Ollero, A.;Cuesta, F.;Braunstingl, R.;Arrue, B. C.",Published for the International Federation of Automatic Control by Pergamon,1999
93,Road to autonomous vehicles in Australia: an exploratory literature review,"Sun,  Y.; Olaru,  D.; Smith,  B.; Greaves,  S.; Collins,  A.",THE AUSTRALIAN ROAD RESEARCH BOARD,2017
94,How are autonomous vehicles and V2V technologies driving innovation in GNSS?,unknown,ADVANSTAR COMMUNICATIONS INC,2017
95,Effectiveness of Autonomous Decision Making for Unmanned Combat Aerial Vehicles in Dogfight Engagements,Nelson Ramírez López; Rafał Żbikowski,Amer Inst Aero & Astronautics,2018
96,Radar-on-Chip/in-Package in Autonomous Driving Vehicles and Intelligent Transport Systems: Opportunities and Challenges,"Saponara, Sergio; Greco, Maria Sabrina; Gini, Fulvio",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2019
97,Development of Autonomous Underwater Vehicles,"Ura, T.",Nippon Foundation,2000
